findings,label
"The meta-analysis was initially conducted on six MEDLINE (Ovid) databases and subsequently critically appraised by two independent reviewers. A defined set of criteria was used to assess the validity of the reported data and / or the accuracy of the results. (1) There were a total of 12 studies including a total of 1,734 patients in the analysis. (2) There was no difference in operation time between endoscope and open procedure group.",0
"Only 2.4% of Hp carriers have a typical symptom of disease. A symptomatic diagnosis was confirmed by endoscopy in 4.3% of the Hp positive patients.  CONCLUSIONS: The prevalence of lesions that may be responsible for a symptomatic diagnosis is related to the age of the subjects and their endoscopic type. ""Early diagnosis"" is recommended to relieve these subjects from the discomfort associated with upper gastrointestinal bleeding.",0
"Various CT findings included gastric wall thickening in 40 cases (90.9%), lymph node enlargement in 12 cases (27.3%), mesentery involvement in six cases (18.2%), and intravascular gas in two cases (4.5%).) for the new classification in predicting malignancy.  CAT is useful in evaluating differential diagnosis and prognosis of a mediastinal mass.",0
"The majority of patients reported that their signs and symptoms changed as a result of sampling.  Probably the impact of increasing consumption of chemical warnings is already belatedly perceived.  It should be stressed that the symptoms and signs of food allergy are not always specific and that they can only be understood in the context of a very complex range of factors such as genetic factors, pollen, etc.",0
"Results of 39 children (22 males and 17 females) were subjected to assessment by questionnaire and UGI endoscopy. (ABSTRACT TRUNCATED AT 400 WORDS) FOR PRACTICE: Timely UGI endoscopy enables a closer examination of patients with GIT diseases and avoids unnecessary X-ray examination. ""THE IMPORTANCE OF UGI endoscopy is that early treatment can be instituted which helps reduce morbidity and mortality.""",0
"Although most of all the ulcer craters were treated with two different types of setons, two small ulcers were filled with setons alone.  CONCLUSION: The instrument used for the examination of ulcer morphology is necessary for more accurate diagnosis.  Gastric ulcer is the most important reason for clinic visits.) Gastric ulcer is usually cured by ulcer packing.",0
"nine patients had a positive endoscopic finding of angioectasias.  LESSONS LEARNED: This study provides evidence for occult bleeding into the digestive tract from angioectasias, even in settings of mild bleeding.  STUDY IMPLICATIONS: While there is at present no anatomic evidence to suggest that the lower gastrointestinal tract is the source of occult blood loss, small bowel angioectasias are frequently identified as a cause of obscure",0
"the median patency time was for 4 weeks (IQR = 2-7). ""There were no severe complications during or after the procedure."" Endoscopic treatment was successful in all the patients in terms of clinical symptoms relief and its duration, and it was performed without clinical complication in the three cases who underwent it. ""CONCLUSION: Although we experienced the potential technical difficulties in the two patient cases, none of them required any additional endoscopic interventions during the early postoperative period.",0
"The lines in Calcinted polyurethane can be a useful material for catheter dressing, dressing changing and monitoring of the catheter system. (ABSTRACT TRUNCATED AT 400 WORDS) (Eur J Plast Surg 1991; 15 (5): 445-4).  (Ref.) (Sympatho Cryst 1992).]. ",0
"The intervention showed significant improvements in gastrointestinal symptoms. (3) Mean Short Form Health Survey demonstrated significant improvements in the quality of life of children, as well as improvement in quality of sleep and appetite. (4) Mean Pittsburgh Sleep Quality Index reduced significantly (P = 0.0001) following the intervention. (5) Conclusion: Gluten-free diet was associated with significant reduction in gastrointestinal symptoms and improvement of quality of sleep in children with celiac disease.",0
"narrating patient accounts of treatment choices was not commonly used and offered little strategic advantage for goal setting. In contrast, patient documents of treatment choices were more commonly found to be useful (83%) and useful to their goals (76%), and were also much more often discussed with other providers than actual treatment choices. .) Although findings suggest potential for improved communication between providers and patients, findings also suggest that there might be advantage in clinicians",0
"Non-visualization of the esophagus due to mucosal irregularities along the hiatus; mucosal swelling without mucosal nodularity; gastric cavity filled with cloudy exudate; fornix closed as bluish ovoid configuration.  PT does not define the structure or function of the esophagus, i.e., normal or abnormal, but it can be regarded as an important examination in the diagnosis of upper gastrointestinal diseases.",0
"in 3 cases with dyspepsia, aspirate and swab of small bowel showed 2 type B (cysts and spores) and 1 type A (minute ulcers). ""In addition, one case with diarrhoea showed strain A for 2 weeks."" Two of the 3 patients who had urease test positive for H. ""test were anti-H."" antibody positive. ""CONCLUSIONS: Biopsy specimen examination plays a major role in early diagnosis, cure and follow up of Helicobacter pylori infection.",0
"The intestinal mucosa of the paramedian length of colon was expressed as photographs of whole-mounts.  CONCLUSIONS: Findings of the present study suggest that colonic mucosal wave carries a common histological etiology for colon cancer and chronic inflammatory bowel disease. ""Evidence of the association of cancer and chronic colitis is supported by findings that similar colonic mucosal waves with the same optical characteristics were present in patients with carcinoma as well as in patients with ulcerative colitis as well as in control",0
"(A) The iEtm-technique: use of iEtm and nasal endoscope for sedation in children under 8 years of age and safe, safe, and accurate. (B) Bonded custom-made full-face design pediatric endoscopes: we have developed and tested a custom-made MPG intubation-gown for cooperative children in the office office, with high satisfaction scores among surgeons, anesthesiologists, and parents.",0
"The prevalence of GI disorders in Japan as per Rome III criteria was as follows: Celiac Disease 24%, iron deficiency anemia 10%, functional dyspepsia 10%, gastritis 5.6%, ulcer 2.3%, Irritable Bowel Syndrome 4.4%, constipation 2.3%, esophagitis 1.6%, and lower esophageal sphincter dysfunction 3.9%. .) A gut disorder is thus a common problem in Japan.",0
"""Ur"" segments were described as short, having little or no overlying mucosal pathology. """" Steep, ""purplish mucosa, or flecks of spicules, or squamous pearls and crusts, were described as"" Dust. """" G ""segments were described as"" ridged, """" mottled, ""or"" diamond-shaped. ""In case 2, endoscopy demonstrated reddening and erythema to the S1 and S2 sulci of the esophagus",0
"A pathogen was found by mucosal biopsy in three patients and not performed in the other two. As a result of systematic treatment, the signs of GD regressed in eight (three fatal) and elevated titers of antibodies to Helicobacter pylori decreased considerably in one patient and remained constant in the other.  Plasma and CSF levels of TSH are a simple test of the presence of H.",0
"Endoscopic examinations at admission showed that 24 patients were asymptomatic and none of them had findings consistent with middle ear disease. The others showed signs suggestive of middle ear disease such as discharge (16 patients, 69%) and mucoid impaction in the middle ear with no evidence of effusion (8 patients, 33%).  ABSTRACT TRUNCATED AT 250 WORDS) Since findings of endoscopic examinations at admission led to surgical intervention in four cases, the possibility that the clinical findings might",0
"most of gastric cancers were advanced L1a, and most of them showed moderately or poorly differentiated adenocarcinoma..  CONCLUSIONS: Endoscopic mucosal resection for early gastric cancer has a curative rate greater than 90%, but the prognosis of this method may be limited to absolute criteria.  ATVERST TRIAL HEALTH PROVISION: because the incidence of gastric cancer may rise throughout the world, endoscopic mucosal resection of early gastric",0
"Three patients had an associated rectovaginal septum defect, a rectovaginal fistula and a case each of rectocele, rectovaginal septum and rectocele. Results: There were no intraoperative complications. (Chi-square CONCLUSION: There is a statistically significant correlation between posterior vaginal wall defects and associated pelvic organ prolapse., This merits consideration during pelvic floor repair. ""II 'Park's paravaginal repair; infralevator rectocele repair; and type I rectocele repair",0
"A lower frequency of anal lesions in pretreated than in untreated patients with good response to treatment as shown by an increase in the fecal defecation speed and percentage of feces with complete evacuation of stools (44% vs., 100%; P < 0.05). .) and (3) Two cases of carcinoma in situ in depilated sites treated with the combined technique, with follow-up.",0
"There was an anastomotic stricture in one anastomosis which healed with conservative treatment. Results endoscopy: In two cases, use of argon plasma coagulation was sufficient in the removal of the lesion.  CONCLUSIONS: Endoscopic dilatation in chronic esophageal cicatrix showed the limited possibility of curative treatment without having complications. ""Spider nail."" ",0
"The general abdominal group had a lower postoperative complications incidence (p = 0.041), less need for relaparotomy (p = 0.036), and lower hospital stay (p = 0.000).  RECONSTRUCTION: Endoscopic retrieval of common bile duct stones is a new treatment modality in the management of common bile duct stones. ",0
"The corrosive agent, sodium hydroxide (NaOH), was injected endoscopically. A standard endoscope (3.2 mm) was used to compare the sensitivity of the brush cytology with that of specimens obtained by staining an image-intensified cell counter.  itonin is useful in the diagnosis of lesions showing malignant features and distinguishing tumorous lesions from non-tumorous lesions. ",0
"Local recurrence in 13 and anastomotic recurrence in five patients were observed. ""All the ten patients with curative resection are alive without disease."" The four patients treated with palliative gastrectomy have all died from their tumor. .). ""Local recurrence"": Resection was performed in 12 patients with complete excision, eleven with partial excision, and one with biopsy only, while only two died within 30 months.",0
"post-intervention, 72.3% of the patients improved endoscopic signs (n = 19), but 17% required treatment. ""Conclusions and Relevance: Image-guided PDT appears to be an effective treatment option for ALS."" Perspectives endoscopy: post-intervention, 72.3% of the patients improved endoscopic signs (n = 19), but only 17% required treatment. ""Attitudes endoscopy: post-intervention, 72.3% of the patients improved endoscopic signs (n = 19)",0
Push enteroscopy offers an excellent alternative to double-balloon enteroscopy for management of obscure gastrointestinal bleeding. (1) Partial closure of the enteroscope allows substantial endoscopic maneuvers that extend the scope's reach. (2) Oral push enteroscopy offers a similar chance of facilitating delivery of distally located enteroscopy. (3) Glucagon administration is labor intensive and necessitates vascular injection. (4) Closer control of the administration site allows upper endoscopists to insert the enteroscope by a more,0
"Before surgery, endoscopic evaluation of the upper airway showed complete bilateral paralysis of the lateral pterygoid muscles (Fig., 1). (ABSTRACT TRUNCATED AT 400 WORDS) 3. In a step-by-step presentation, the results of two patients with complete bilateral loss of the lateral pterygoid muscle, along with laryngoscopic, radiological and biochemical examinations are presented. ",0
"The texture of epiglottis caused upper respiratory obstruction. / Case report. / CONCLUSION: Epiglottitis is the rapid progressive, life threatening, diffuse inflammation of upper aerodigestive tract. / Case report / CONCLUSION: Examination by bedside esophagogastroduodenoscopy is recommended in cases of upper respiratory obstruction from epiglottitis. / Case report / Conclusion: Fentanyl is recommended as the drug of choice in fentanyl induced morphine induced respiratory depression.",0
"The classification of rhinosinusitis can be done independently by two different specialists without any need for repeating or employing endoscopy in specific cases.  Rationalization of treatment is possible according to the author's ""clinical classification"" developed in 1993. ""The diagnosis of acute and chronic sinusitis is purely based on CT findings: sinusitis must be differentiated from abscess formation."" ",0
"Before the intervention, participants reported dysphagia (score: 2.94), regurgitation (score: 2.45), oral breathing (score: 1.25), aspiration pneumonia (score: 1.30) and discomfort with eating (score: 3.13). (Conclusion: Intervention with technology using an integrated physical education program among cleft lip children can improve swallowing and comfort, controlling breathing, swallowing, preventing aspiration pneumonia and improving overall quality of life of children.",0
"Topically applied corticosteroids produced a stromal keratitis (80%).  Factors that might affect patient selection for the use of topical corticosteroids as well as drug delivery of topically applied corticosteroids were discussed. A search through the literature revealed no studies evaluating the instillation of topically applied corticosteroids into the eye in patients with psoriasis vulgaris.  Based on the available information, there is no reason to support the use of topically administered corticosteroids for patients with",0
"Three main areas of non-patency were identified: Meckel's diverticulum, perforation, and duodenal obstruction.  REASONS FOR CAUSATIONS: The majority of people with small intestinal injury may be treated conservatively.  STUDY DESIGN: A retrospective review of patients sustaining small intestinal injury from a recent period. ",0
"Gastric cancer can now be classified into several types: benign gastric ulcers, early gastric cancer, advanced gastric cancer, etc.., Endoscopy findings have been clarified by both magnifying endoscopy and chromoendoscopy with narrow band imaging and a pit pattern diagnosis by magnifying endoscopy with narrow band imaging and endoscopic ultrasonography.  ACTIONS: Cancer of the stomach can thus be classified into several types: benign gastric ulcers, early gastric cancer, advanced gastric cancer, etc.",0
"This patient, an active smoker, with a type 2 diabetes, abdominal pain, and nausea, present a feeling of fullness with epigastric epigastric area. The initial blood test showed no abnormalities but the CPK level was elevated.  approximation of the pancreas and thickening of the gastric wall by surrounding abdominal fat tissue showed barium meal examination was done for evaluation of the small bowel by gastrointestinal investigation.",0
"< AbstractText Label = ""Findings endoscopy"" NlmCategory = ""UNASSIGNED"" / > The EJV, the most technically difficult to locate during endoscopic sinus surgery (ESS), is often of a similar size in both men and women. (1) Overall male ESS rate was slightly higher than female rate: 26.05% vs 21.49% (P =.002). (2) Although affected by ethnicity, medical and non-medical risk factors for ESS complications were similar in both men and",0
"Primary CBD stones or sludge were identified in 2 / 23.] Conclusion: Magnetic resonance cholangiography in suspected CBD stones showed high sensitivity and specificity for the diagnosis of CBD stones. An integrated head and neck magnetic resonance enterography scan, prior to a MRC, is recommended. The magnetic resonance enterography scan will further facilitate identification of CBD stones or sludge. For patients with suspected CBD stones and negative magnetic resonance cholangiography findings, our study does not support endoscopic ultrasound as a first-line diagnostic test",0
"In 37 patients with eosinophilic esophagitis, images obtained before and after injection (1-4 mL of a diluted solution) were compared to two inverted photographs of the esophagus, digitally processed, and stored. . This study demonstrated that high-resolution magnification endoscopic imaging systems enable the simultaneous display of a histopathological image of a lesion in vivo and of its endoscopic appearance.",0
"28 of 29 selected treated patients had histopathological diagnoses of nonmelanoma skin cancer including squamous cell carcinoma (12 patients), basal cell carcinoma (11 patients), and actinic keratosis (one patient).  cures after 2-8 weeks.). The other 16 patients developed recurrent skin cancers, which were successfully treated by surgical excision followed by CO2 laser thermotherapy.",0
97.5% of patients were in normal out-patient and semi-invasive group respectively. Results endoscopy: 95.4% were in normal out-patient and semi-invasive group. (2-biopsy). (4-special tools OR - 95% CI: 6.17 - 20.63) Conclusion: It is important to get fibrostenosis with fibroendoscopies (fibroendoscopic grading) for estimating the severity of fibrostenosis in pregnant patients.,0
"Among 35 patients, initial endoscopic findings showed normal finding in 5 (14%) patients, first-degree ileitis in 13 (37%) patients, and mild chronic colitis in 11 (31%) patients. Part two. The mean NLR was increased in the patients with mild chronic colitis compared with normal findings, while the mean PLR was significantly decreased. Identification of inflammatory activity from normal findings endoscopy was associated with increased NLR in the patients with mild chronic colitis (P = 0.03)",0
"Overall, 174 / 245 patients (71%) were found to have disease at the 9-9 o'clock position by the EP. ""Of the 207 patients who underwent both techniques, the EP detected disease in 62 (30%)."" The modified biopsy technique detected disease in 52 (25%) patients who underwent only EGDS. ""CONCLUSION: The biopsy technique has a high positive predictive value for finding colorectal cancer in patients presenting with rectal bleeding.",0
"In patients with PJI, the colonic segment responsible for septic lesions was the proximal colon in 75.7% of cases and in patients without PJI was distal (2.5% of cases).  Both transtyphlitic or transtracheal approach to benign or malignant form of the lesion would seem to be justified. ""J"" -pouch reconstruction will tend to reduce the infection and pannus formation.",0
"from polysplenia type to hypertrabeculation type.  APs can be classified into five types in terms of two hemo-structures (right and left lobes) and three constellations of two things (two hemo-structures and three constellations of two things). ""Three HAV terms,"" polysplenia type "","" hypertrabeculation type, ""and"" amorphous type, ""have been defined.",0
"Chronic rhinosinusitis caused by nasal polyps is successfully treated with endoscopic surgery and is characterized by inflammatory cell infiltration. (1) This is supported by the evidence of the resolution of inflammation after surgery, improvement of symptoms, a remission of obstruction, and the increase of nasal airway patency, which are often good treatment results. (2) This is based on the excellent healing of nasal polyps in patients who underwent endoscopy compared with a history of surgical treatment which had failed. (3) Follow-up",0
"cancer risk in patients with benign non-variceal upper gastrointestinal bleeding treated with high-dose sclerotherapy alone is higher than previously reported. ""(Table)."" (Hepp Endosc 2015: 12). ""Table"" ANALYSIS OF THE RESULTS OF THE COMBINATION OF FERTILITY: including the low cost (USD 27) and short follow-up (7-18 months), the use of only high-dose sclerotherapy is justified. """,0
"FeNO has a sensitivity of 89% and specificity of 98%. In children with asthma and LEEP for paediatric nonspecific LRTIs, no cases of sBO were detected; whereas among children without asthma and with LEEP, 4 of 27 cases of sBO were found. . .) cUPslation sONO indicates upper airway inflammation and is useful for guiding the treatment of LRTIs",0
the lower esophageal sphincter was located at the site of intubation in 38 patients (75.7%). [The lower esophageal sphincter was located more proximally in patient groups 2 and 3 than in groups 1 and 4 (P < 0.001)].] The gastric aspect of the LEL was enlarged in three patients in group 3. (Study groups 4 and 5: differences were not significant. [Table: see text].,0
